game_id,white_player,black_player,white_elo,black_elo,game_started_at,game_ended_at,moves,winner,status,eco,name_of_opening,game_duration,num_of_moves
ejqgPzqe,Yvette1980,dimke1997,2447,2528,2021-11-07 22:19:07.237000+00:00,2021-11-07 22:25:04.533000+00:00,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bc4 e6 Bb3 Be7 Be3 Bd7 f3 Rc8 Qd2 O-O O-O-O Nxd4 Bxd4 b5 Kb1 b4 Ne2 a5 c3 a4 Bc2 a3 cxb4 axb2 Bb3 d5 Ng3 Bb5 Bxb2 Qb6 exd5 Nxd5 a3 Rfd8 Qe1 Bf6 Ne4 Bxb2 Kxb2 Qc7 Qg3 Nf4 Nc5 Qe5+ Kb1 h6 Rhe1 Qc3 Qxf4 Rxd1+ Rxd1 Rxc5 Rd8+ Kh7 bxc5 Bd3+ Ka2 Qd2+ Qxd2,white,outoftime,B88,"Sicilian Defense: Sozin Attack, Leonhardt Variation",0 days 00:05:57.296000,34
g4WJ0xny,dimke1997,Glasauge72,2522,2531,2021-11-07 22:17:23.610000+00:00,2021-11-07 22:18:52.327000+00:00,d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7 Bd3 dxc4 Bxc4 b5 Be2 a6 e4 b4 e5 bxc3 exf6 cxb2 fxg7 Bxg7 Bxb2 Qa5+ Nd2 c5 O-O cxd4 Nc4 Qc7 Ba3 Bb7 Nd6+ Kd8,white,resign,D47,Semi-Slav Defense: Meran Variation,0 days 00:01:28.717000,18
h8FyEOju,jGabriel-Ledezma,dimke1997,2493,2516,2021-11-07 22:14:33.014000+00:00,2021-11-07 22:17:15.972000+00:00,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bc4 e6 O-O Nge7 d3 O-O Be3 d5 exd5 exd5 Nxd5 Nxd5 Bxc5 Re8 Ng5 h6 Qf3 hxg5 Bxd5 g4 Bxc6 gxf3 Bxe8 Bd4+ Bxd4 Qxd4+ Kh1 fxg2+ Kxg2 Bh3+ Kxh3 Rxe8 Rae1 Rxe1 Rxe1,black,resign,B23,Sicilian Defense: Grand Prix Attack,0 days 00:02:42.958000,21
I24bvDY5,dimke1997,Crown_Muchi,2511,2464,2021-11-07 22:09:56.979000+00:00,2021-11-07 22:13:58.364000+00:00,d4 Nf6 c4 g6 Nf3 Bg7 g3 d6 Bg2 O-O O-O Nc6 Nc3 e5 d5 Ne7 e4 Nd7 Ne1 a5 Nd3 b6 f4 f5 Kh1 a4 Bd2 a3 b3 Nc5 Nxc5 bxc5 Qc2 fxe4 Nxe4 Bf5 Rae1 Bxe4 Bxe4 Nf5 Bxf5 Rxf5 fxe5 Rxe5 Bc3 Rxe1 Rxe1 Qd7 Bxg7 Qxg7 Qe4 Qf7 Kg2 Rf8 Qe6 Kg7 Qxf7+ Rxf7 Re8 h5 h4 Kf6 Ra8 Ke5 Rxa3 Kd4 Ra7 Kc3 Rb7 Re7 a4,white,resign,E62,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",0 days 00:04:01.385000,35
jgsOgDbS,Konstantin_Bazarov,dimke1997,2586,2516,2021-11-07 20:22:32.782000+00:00,2021-11-07 20:27:04.879000+00:00,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1 Nd7 f3 f5 g4 Kh8 Nd3 c5 Be3 Ng8 Qd2 Bf6 a3 f4 Bf2 Bh4 b4 b6 Nb5 Bxf2+ Nxf2 Ndf6 Kh1 a6 Nc3 h6 Rg1 Nh7 Rab1 Qh4 bxc5 bxc5 Bf1 h5 Rb6 hxg4 Nxg4 Ng5 Be2 Ra7 Bd1 Rh7 Rxd6 Qh3 Nxe5 Ne7 Rxg5,white,resign,E99,"King's Indian Defense: Orthodox Variation, Classical System, Benko Attack",0 days 00:04:32.097000,31
NnCNXAJz,dimke1997,Konstantin_Bazarov,2521,2581,2021-11-07 20:21:00.943000+00:00,2021-11-07 20:22:27.005000+00:00,e4 d5 exd5 Qxd5 Nc3 Qd6 d4 Nf6 Nf3 a6 g3 Bg4 Bg2 Nc6 d5 Nb4 Bf4 Qc5 Be3 Qd6 Bf4 Qd7 h3 Bxf3 Bxf3 O-O-O Qd4 Nxc2+,black,resign,B01,Scandinavian Defense: Bronstein Variation,0 days 00:01:26.062000,14
GXfc7pPC,dimke1997,Pendos666,2524,2682,2021-11-02 19:46:14.241000+00:00,2021-11-02 19:51:26.698000+00:00,e4 c5 Nf3 Nc6 Bb5 g6 Bxc6 dxc6 h3 Bg7 d3 Nf6 Nc3 Nd7 Be3 b6 Qd2 h6 O-O-O Nf8 Kb1 e5 Nh2 Ne6 g3 Qd6 f4 Bd7 Ng4 exf4 gxf4 Nd4 e5 Qe7 Ne4 Nf5 Ngf6+ Bxf6 Nxf6+ Kf8 d4 cxd4 Bxd4 Be6 Bc3 Kg7 h4 Rhd8 Qe1 Rxd1+ Qxd1 Rd8 Qe1 Qc5 h5 Qc4 b3 Qxf4 hxg6 fxg6 Ne4 Qe3 Nd6 Qxe1+ Rxe1 Rd7 Nxf5+ gxf5 Rg1+ Kh7 Bb2 Rg7 Rxg7+ Kxg7 Kc1 f4 Kd2 Kg6 Ke2 Kf5 Kf3 Bd5+ Kf2 h5 c4 Be4 Bc1 c5 e6 Bc6 e7 Kg4 Bb2 h4 Be5 h3 Kg1 Kg3,black,resign,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",0 days 00:05:12.457000,49
CvmAuFJh,ro-sham-bo,dimke1997,2648,2528,2021-11-02 16:24:56.565000+00:00,2021-11-02 16:29:18.579000+00:00,c4 g6 Nc3 Bg7 Nf3 Nf6 g3 O-O Bg2 d6 d4 Nc6 O-O e5 d5 Nb8 e4 a5 Ne1 Na6 Nd3 Nd7 Be3 Ndc5 Nxc5 Nxc5 Qd2 f5 f4 fxe4 Nxe4 Nxe4 Bxe4 Bh3 Bg2 Qd7 fxe5 Bxe5 Bh6 Bxg2 Kxg2 Bg7 Rae1 Rae8 Rxe8 Rxe8 Rf2 Qe7 Bxg7 Kxg7 Qc3+ Qe5 Qb3 Qe4+ Kh3 Re5 g4 h5 Qf3 hxg4+ Qxg4 Rh5+ Kg3 Qe3+ Rf3 Qg1+ Kf4 Rf5+ Qxf5 gxf5 Rg3+ Qxg3+ Kxg3 Kf6 Kf4 Kg6 a4 b6 h4 Kf6 h5,white,resign,E62,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",0 days 00:04:22.014000,40
JUs5zs3m,PerpetuumChessPlayer,dimke1997,2545,2534,2021-10-31 12:47:03.654000+00:00,2021-10-31 12:49:20.863000+00:00,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bg5 Qa5 Bxf6 gxf6 Qd2 Bd7 f4 Rc8 O-O-O Nxd4 Qxd4 Qc5 Qd3 f5 Nd5 Bg7 c3 fxe4 Qxe4 Be6 f5 Bxd5 Rxd5 Qc6 Bb5,white,resign,B60,Sicilian Defense: Richter-Rauzer Variation,0 days 00:02:17.209000,17
th51k0S7,pacherock,dimke1997,2470,2529,2021-10-31 12:44:58.356000+00:00,2021-10-31 12:45:53.348000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 Qa5 f4 Nxe4 Bb5 Bd7,black,resign,B60,Sicilian Defense: Richter-Rauzer Variation,0 days 00:00:54.992000,8
uIJJD06y,dimke1997,GorbachevAnton,2524,2451,2021-10-31 12:40:42.917000+00:00,2021-10-31 12:44:47.350000+00:00,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 O-O Ngf6 Re1 e6 c3 Be7 d4 O-O h3 h6 d5 e5 a4 Nh7 Nbd2 a6 a5 b5 axb6 Nxb6 Qe2 a5 Nc4 Nxc4 Qxc4 f5 exf5 Rxf5 Qg4 Qf8 Be3 a4 Nd2 Ng5 h4 Nh7 Rxa4 Rxa4 Qxa4 Nf6 g4 Nxg4 Qxg4 Rf6 Ne4 Rf5 Kh1 Qf7 Ng3 Rf6 h5 Rf3 Kg2 Rf6 b4 cxb4 cxb4 Bd8 b5 Qb7 b6 Qxd5+ Qe4 Qe6 b7 Bc7 Qc2 Qd5+ Qe4 Qe6 Rc1 Rf7 Rxc7 Rxc7 b8=Q+,white,resign,B52,"Sicilian Defense: Moscow Variation, Main Line",0 days 00:04:04.433000,41
r3VTHGGp,aibar18,dimke1997,2505,2518,2021-10-31 12:36:59.963000+00:00,2021-10-31 12:40:17.564000+00:00,d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 O-O e3 d6 Bd3 Nbd7 O-O h6 Bh4 Qe8 c3 e5 Qc2 b6 e4 Bb7 Rfe1 Nh5 a4 a6 Qb3 Kh8 h3 f5 exf5 gxf5 dxe5 dxe5 Bc4 Qg6 Be7 Nf4 Nh4 Nxh3+ Kf1 Qg4 Be2 Bxg2+ Nxg2 Qg6 Nh4 Qg1#,black,mate,A48,Torre Attack: Fianchetto Defense,0 days 00:03:17.601000,24
schs7bv2,SaraDavid2012,dimke1997,2458,2513,2021-10-31 12:33:15.929000+00:00,2021-10-31 12:36:27.919000+00:00,c4 g6 g3 Bg7 Bg2 Nf6 Nf3 d6 O-O O-O d3 Nc6 Nc3 h6 Bd2 e5 Rb1 a5 a3 Be6 b4 axb4 axb4 Qd7 b5 Nd8 e4 Bh3 Qb3 Bxg2 Kxg2 Ne6 Nd5 Nxd5 cxd5 Nc5 Qc2 b6 Be3 f5 Bxc5 dxc5 Qc4 Qf7 Nd2 h5 f3 Bh6 Rb2 Be3 Ra2 f4 Rxa8 Rxa8 Qc2 g5 Nc4 Bd4 d6 cxd6 Nxd6 Ra2,black,resign,A10,English Opening: Great Snake Variation,0 days 00:03:11.990000,31
ZXxoI5Il,dimke1997,SaraDavid2012,2520,2452,2021-10-31 12:32:24.223000+00:00,2021-10-31 12:33:03.677000+00:00,e4 c5 Nf3 g6 d4 cxd4 Qxd4 f6 Be2 Nc6 Qe3 Bh6,black,resign,B27,Sicilian Defense: Hyperaccelerated Fianchetto,0 days 00:00:39.454000,6
DYCAaQSJ,dimke1997,Paris1919,2526,2548,2021-10-31 08:45:45.600000+00:00,2021-10-31 08:52:05.998000+00:00,e4 d6 d4 Nf6 Nc3 e5 Nge2 exd4 Nxd4 Be7 g3 O-O Bg2 Nc6 O-O Bd7 h3 Nxd4 Qxd4 Bc6 Bf4 Nd7 Rad1 Bf6 Qd2 Re8 Rfe1 Ne5 b3 Ng6 Be3 Bxc3 Qxc3 Bxe4 f3 Bc6 h4 Ne5 Bf4 Qf6 Re3 Nd7 Qd2 Rxe3 Qxe3 h6 Re1 Nc5 Bh3 Re8 Qd2 Rxe1+ Qxe1 Bxf3 Qe8+ Kh7 Bf1 Qd4+ Be3 Qe4 Qxe4+ Bxe4 c3 b6 Be2 f6 h5 Kg8 Kf2 Kf7 g4 Nd7 Kg3 Ne5 Kf4 Bb1 a3 Bc2 b4 Bd3 Bd1 Bf1 Bb3+ Bc4 Bd1 Be6 a4 Nc4 a5 Nxe3 Kxe3 f5 gxf5 Bxf5 Kd4 Be6 c4 g6 hxg6+ Kxg6 c5 h5 Bf3 h4 Bh1 h3 cxd6 cxd6 Ke4 Kg5 Kf3 Kh4 Kf4 h2 Bg2 Bc4 Bh1 Bf1 Bf3 Kh3 Bh1 Bg2 axb6 axb6 Kf5 Bxh1 Ke6 Bg2 Kxd6 h1=Q Kc7 Qb1 Kb8 Qxb4 Ka7 Qa5+ Kb8 b5 Kc8 b4 Kd7 b3 Ke6 b2 Kf7 b1=Q Kf8 Qbb4+,black,outoftime,B00,Pirc Defense,0 days 00:06:20.398000,74
MXRNQ94V,DeeplyEpicI,dimke1997,2576,2519,2021-10-30 07:39:59.509000+00:00,2021-10-30 07:42:56.902000+00:00,c4 g6 g3 Bg7 Bg2 Nf6 Nc3 d6 e4 O-O d3 c5 Nge2 Nc6 O-O Bg4 f3 Bd7 Be3 a6 d4 cxd4 Nxd4 Nxd4 Bxd4 Rc8 b3 b5 cxb5 e5 Bf2 Rxc3 bxa6 d5 exd5 Bb5 Re1 Bxa6 a4 Rd3 Qb1 Rxd5 b4 Bd3 Qb3 Qd6 Rac1 Rb8 b5 h5 f4 e4 Ba7 Rb7 Be3 Ng4 Rc6 Qxc6 bxc6 Rxb3,black,resign,A10,English Opening: Great Snake Variation,0 days 00:02:57.393000,30
a3axeVJy,dimke1997,durakitodemedellin,2523,2620,2021-10-29 22:33:42.788000+00:00,2021-10-29 22:36:52.679000+00:00,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c3 Rb8 Nc2 Bg5 g3 O-O h4 Bh6 Bh3 Bb7 Kf1 Na5 Kg2 Nc6 Nce3 Bxe3 Nxe3 a5 a4 b4 Nc4 bxc3 bxc3 d5 exd5 Nd4 Nxe5 Qxd5+ f3 Qxe5 cxd4 Qe3 Re1 Bxf3+ Qxf3 Rb2+ Kh1 Qxf3+,black,resign,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",0 days 00:03:09.891000,29
2r7UMzQI,NuhiJashari,dimke1997,2505,2530,2021-10-29 20:43:35.657000+00:00,2021-10-29 20:47:01.315000+00:00,e4 c6 f4 d5 e5 Bf5 Nf3 e6 a3 h5 Be2 Nh6 O-O Be7 c3 c5 b4 Nc6 d4 cxd4 cxd4 Qb6 Nc3 Bg4 Na4 Qd8 Be3 Nf5 Bf2 h4 h3 Bxf3 Bxf3 g6 Qd3 O-O Bg4 b6 Bxf5 exf5 Nc3 Qd7 Qf3 Rfd8 Rad1 Rac8 Rd3 Qe6 Kh2 a5 b5 Na7 a4 Rc4 Rg1 Kg7 g4 hxg3+ Rxg3 Bh4 Rg2 Bxf2 Qxf2 Nc8 h4 Ne7 h5 Rh8 Rh3 Rhc8 Ne2 Rc2 Qg3 Ra2 Qg5 Rcc2 hxg6 Nxg6 Qh6+ Kg8 Qh8#,white,mate,B10,Caro-Kann Defense,0 days 00:03:25.658000,40
o6m9eHNw,squeezeascompressor,dimke1997,2432,2525,2021-10-29 08:33:15.596000+00:00,2021-10-29 08:37:56.155000+00:00,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Qc7 Ne2 Bg4 O-O e5 dxe5 Nxe5 Bb5+ Bd7 Qxd5 Bd6 Bxd7+ Nxd7 Ng3 Ne7 Qh5 O-O-O Be3 Nf6 Qf3 h5 Na3 a6 h3 Bxg3 Qxg3 Qxg3 fxg3 Ned5 Bd4 Rhe8 Rae1 Ne4 Rxf7 Nxg3 Rxe8 Rxe8 Bf2 Ne2+ Kh2 g5 Rf5 Nef4 Rxg5 Re2 Bd4 h4 Nc4 b5 Ne5 Nf6 Rf5 Rxg2+ Kh1 N6h5 Rxh5 Nxh5,black,resign,B13,Caro-Kann Defense: Exchange Variation,0 days 00:04:40.559000,33
fzVsv00u,dimke1997,squeezeascompressor,2520,2437,2021-10-29 08:29:21.941000+00:00,2021-10-29 08:32:43.231000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 Be7 Bxf6 Bxf6 Ndb5 O-O O-O-O Qa5 Kb1 Rd8 f4 Be7 h4 a6 Nd4 Nxd4 Qxd4 Bf6 Qd3 b5 g4 b4 Ne2 Bb7 g5 Be7 h5 Rac8 Bh3 Qc5 g6 Qc4 Nd4,white,resign,B63,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",0 days 00:03:21.290000,22
bOoR0l38,dimke1997,bonaseras,2514,2477,2021-10-29 07:57:50.818000+00:00,2021-10-29 08:04:17.173000+00:00,e4 e6 d3 b6 Nf3 Bb7 g3 d5 Qe2 dxe4 dxe4 Nf6 Nbd2 h5 h3 Nc6 Bg2 Bc5 O-O Qe7 a4 O-O-O c3 a5 b4 axb4 Nb3 bxc3 a5 Kb8 Nxc5 Qxc5 Ba3 Qxa5 Be7 Qxa1 Rxa1 Nxe7 e5 Nfd5 Qa2 c5 Ng5 Rhf8 Ne4 Kc7 Nd6 Ra8 Nb5+ Kd7 Na7 Rfb8 Qa4+ Bc6 Qd1 Rb7 Nxc6 Rxa1 Qxa1 Nxc6 Bxd5 exd5 Qxc3 Nd4 Kg2 Ra7 Qe3 b5 Qg5 b4 Qxg7 Kc6 Qf8 b3 Qd6+ Kb5 Qb8+ Ka6 g4 Rb7 Qa8+ Kb5 gxh5 Rb6 Qe8+ Kc4 Qa4+ Rb4 Qa1 b2 Qf1+ Kc3 Qb1 Nb3 h6 Nd2 h7 Rb8 h8=Q Rxh8 Qe1 b1=Q Qe3+ Kc2 Qxc5+ Kd1 Qc3 Ke1 Qe3+ Kd1 Qf3+ Kc1 Qe3 Kc2 Qf3,white,outoftime,C00,French Defense: King's Indian Attack,0 days 00:06:26.355000,57
jUrLkhKL,DiogenesSinopeus,dimke1997,2619,2505,2021-10-28 17:17:19.692000+00:00,2021-10-28 17:21:07.368000+00:00,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 c5 Nf3 b6 d5 exd5 cxd5 Ba6 O-O d6 Ne2 Re8 a3 Ba5 b4 Bxd3 Qxd3 cxb4 Bd2 bxa3 Bxa5 bxa5 Rxa3 Nbd7 Rd1 a4 Qa6 Nc5 Qc4 Qd7 Ned4 Qg4 h3 Qe4 Ng5 Qxd5 Qxd5 Nxd5 Nb5 Nb6 Nc7 Nc4 Raa1 Rec8 Nxa8 Rxa8 Nf3 Nb3 Rxa4 Nb2 Rb1 Nxa4 Rxb3 Nc5 Nd4 Nxb3 Nxb3,black,resign,E47,"Nimzo-Indian Defense: Normal Variation, Bishop Attack",0 days 00:03:47.676000,32
VADqTklG,dimke1997,Bentovic,2498,2538,2021-10-10 09:44:30.517000+00:00,2021-10-10 09:50:27.748000+00:00,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Nf6 Nxf6+ exf6 c3 Bd6 Bd3 O-O Qc2 Re8+ Ne2 h5 Be3 Nd7 O-O Nf8 Rad1 g6 c4 Kg7 a3 a5 Nc3 Qc7 h3 Ne6 d5 Nf4 c5 Nxh3+ gxh3 Bh2+ Kh1 Qe5 Rde1 Bxh3 Bh6+ Kxh6 Rxe5 Bxe5 Re1 Bg4 Be4 f5 Bg2 h4 Qd3 cxd5 Qd2+ Kg7 f4 Bf6 Bxd5 Rad8 Rxe8 Rxe8 Bxb7 h3 Bd5 Bh4 c6 Re7 Kh2 Be1 Qxe1 Rxe1 c7 Re8 Bb7 Bf3 c8=Q Rxc8 Bxc8 f6 Kxh3 g5 Kg3 Bc6 Bxf5 Kf7 fxg5 fxg5 Kg4 Kf6 Ne4+ Ke5 Nxg5 Bd5 Bh7 Kd4 Nf3+ Bxf3+ Kxf3 Kc4 Bg8+ Kd3 b3 Kc3 a4 Kb2 Bc4,white,outoftime,B15,Caro-Kann Defense: Tartakower Variation,0 days 00:05:57.231000,53
EOXcdm6n,F2-freestyle,dimke1997,2459,2505,2021-10-09 23:50:59.795000+00:00,2021-10-09 23:54:09.285000+00:00,d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Qe7 Nc3 Nc6 g3 Bxc3 Bxc3 Ne4 Rc1 Nxc3 Rxc3 O-O Bg2 d6 O-O e5 d5 Nb8 e4 Bg4 Qc2 Bxf3 Bxf3 Nd7 Bg4 Nf6 Bh3 c5 dxc6 bxc6 c5 d5 exd5 Nxd5 Rb3 Rab8 Re1 Rxb3 Qxb3 f6 Rc1 Kh8 Bg2 Rd8 Qa4 Qb7 Rd1 Qxb2 Qxc6,white,resign,E11,Bogo-Indian Defense: Nimzowitsch Variation,0 days 00:03:09.490000,27
PbUvfYwd,ajedrezinvencible1,dimke1997,2536,2510,2021-10-09 23:50:04.417000+00:00,2021-10-09 23:50:41.957000+00:00,d4 Nf6 Nf3 e6 Bf4 c5 e3 b6 Nc3 Bb7 Nb5 d6 dxc5 Nd5 cxd6,white,resign,A46,Indian Defense: London System,0 days 00:00:37.540000,7
tMectSU1,dimke1997,jim2600,2515,2551,2021-10-09 23:17:42.113000+00:00,2021-10-09 23:20:52.593000+00:00,e4 e6 d3 d5 Qe2 Be7 Nf3 Nf6 g3 dxe4 dxe4 e5 Nxe5 Qd4 Nd3 Qxe4 Qxe4 Nxe4 Bg2 Nc5 Nxc5 Bxc5 O-O O-O Bf4 c6 Nc3 Bf5 Ne4 Be7 Rfe1 Na6 Rad1 Rad8 Nd6 Bxd6 Rxd6 Bxc2 Re7 g5 Be5 f6 Rxd8 Rxd8,black,resign,C00,French Defense: King's Indian Attack,0 days 00:03:10.480000,22
zNWq6fsr,rapidplays,dimke1997,2552,2520,2021-10-09 08:59:30.706000+00:00,2021-10-09 09:03:19.856000+00:00,e4 c5 Nf3 Nc6 Bb5 Nf6 e5 Nd5 Bxc6 dxc6 O-O Bg4 h3 Bh5 d3 e6 Nbd2 Be7 Re1 O-O Ne4 Nc7 Ng3 Bg6 b3 Nb5 Be3 Nd4 Nd2 b6 a4 Qd5 Bf4 Rfd8 Nge4 b5 Nf3 a5 Nxd4 Qxd4 Qf3 c4 dxc4 bxc4 Rad1 Bxe4 Rxd4 Bxf3 Rxd8+ Rxd8 gxf3 cxb3 cxb3,white,timeout,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,0 days 00:03:49.150000,26
91osMBgr,dimke1997,MasterTol,2526,2530,2021-10-08 18:28:49.696000+00:00,2021-10-08 18:31:51.049000+00:00,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 d3 O-O a3 Bb7 Nc3 d6 Nd5 Na5 Nxf6+ Bxf6 Bd5 c6 Ba2 Bc8 b4 Nb7 c4 Be6 Bb2 a5 Qd2 axb4 axb4 c5 Bc3 bxc4 Bxc4 Qc7 Bxe6 fxe6 bxc5 Nxc5 Bb4 Rxa1 Rxa1 Nb3,black,resign,C78,Ruy Lopez: Morphy Defense,0 days 00:03:01.353000,24
taUFB2vB,Napo18,dimke1997,2674,2518,2021-10-08 13:04:28.369000+00:00,2021-10-08 13:10:42.010000+00:00,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 f4 e5 Nxc6 bxc6 fxe5 dxe5 Qxd8+ Kxd8 Bc4 Ke8 Bd2 Bc5 h3 Ke7 O-O-O Be6 Bxe6 Kxe6 Rhf1 Bd4 Rde1 Rhd8 Nd1 Rab8 Bg5 Rd7 Bxf6 gxf6 c3 Bc5 Ne3 Bxe3+ Rxe3 Rbd8 Re2 Ke7 Ref2 Rd6 Re2 Rd3 Kc2 R8d6 Rf5 Rg3 Rh5 Rg7 g4 Ke6 Rh6 Ke7 Rf2 c5 Rd2 Rxd2+ Kxd2 c4 b4 Ke6 a4 Ke7 Kc2 Ke6 Kb2 Ke7 Ka3 Rg8 b5 a5 bxa6 Ra8 Kb4 Rxa6 Rxh7 Ra8 a5 Ke6 Rh6 Ke7 h4 Rc8 g5 f5 g6 fxg6 Rxg6 f4 Rg5 Ke6 Rf5 Rh8 h5 Rc8 h6 Rh8 Kxc4 Rxh6 Kb5 Rh1 a6 Rb1+ Kc6 Rc1 a7 Rxc3+ Kb6 Rb3+ Ka5 Ra3+ Kb6 Rb3+ Kc7 Rc3+ Kb8 Rb3+ Kc7 Ra3 Kb8 Rb3+ Ka8 Rb4 Rf8 Rxe4 Rb8 Ra4 Rb6+ Kf5 Kb7 Rxa7+ Kxa7 f3 Rb8 e4 Kb6 e3 Kc5 e2,black,outoftime,B56,Sicilian Defense: Classical Variation,0 days 00:06:13.641000,73
2dnZH4AP,dimke1997,purzelbaumer,2524,2474,2021-10-07 11:58:02.830000+00:00,2021-10-07 12:01:49.366000+00:00,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 Nf6 Nc3 O-O Be2 d6 O-O Bd7 Qd2 Nxd4 Bxd4 Bc6 Bd3 a5 Rae1 a4 f4 Qa5 f5 Nd7 Bxg7 Kxg7 Re3 f6 Rh3 g5 Qe2 Rh8 Qh5 Ne5 Rg3 Rag8 h4 Be8 Qe2 g4 Nd5 Qd8 Rxg4+ Nxg4 Qxg4+ Kf8 Qf4 h5 b4 axb3 axb3 Bc6 b4 Bxd5 exd5 Qb6+ Kh2 Rg4 Qd2 Rxh4+ Kg3 Rg4+ Kf3 Qd4,black,resign,B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",0 days 00:03:46.536000,35
3isyeFLM,kriventsov,dimke1997,2525,2530,2021-10-05 17:48:31.924000+00:00,2021-10-05 17:52:31.743000+00:00,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bg5 Qa5 Be3 Nxe4 Nxc6 bxc6 Bd3 Nxc3 bxc3 Qxc3+ Bd2 Qe5+ Be3 Qa5+ Bd2 Qc7 O-O e5 f4 Be7 fxe5 dxe5 Qh5 Be6 Bf5 g6 Bxe6 gxh5 Bxf7+ Kd8 Rad1 Bc5+ Be3+ Bd4 c3 c5 cxd4 cxd4 Be6 Ke7 Bb3 Rhf8 Bg5+ Kd6 Rfe1 Rac8 Bh4 Qc6 Bg3 Rce8 Rxd4+ Kc7 Rc4,white,resign,B60,Sicilian Defense: Richter-Rauzer Variation,0 days 00:03:59.819000,31
vbmKwz0h,RealGoggles,dimke1997,2621,2534,2021-10-03 22:39:27.849000+00:00,2021-10-03 22:42:33.013000+00:00,Nf3 Nf6 c4 g6 Nc3 Bg7 e4 d6 d4 O-O Be2 e5 d5 a5 Bg5 h6 Bh4 g5 Bg3 Nh5 h4 Nxg3 fxg3 g4 Nd2 h5 O-O Na6 Bd3 Bh6 Qe2 Bd7 Rf2 Qe7 Nf1 Rae8 Ne3 f5 Nxf5 Bxf5 exf5 e4 f6 Rxf6 Nxe4 Rff8 Raf1 Nc5 Rxf8+ Rxf8 Nf6+ Kf7 Nxg4+ Ke8 Bg6+ Kd7 Qxe7+ Kxe7 Nxh6,white,resign,E92,"King's Indian Defense: Petrosian Variation, Stein Defense",0 days 00:03:05.164000,29
GrfjkCOL,dimke1997,RealGoggles,2527,2629,2021-10-03 22:37:03.595000+00:00,2021-10-03 22:39:23.228000+00:00,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bg5 Be6 Nxe6 fxe6 Bc4 Qd7 Bxf6 exf6 Qg4 Ke7 O-O-O Ne5 Qe2 Nxc4 Qxc4 Qc6 Qe2 a6 f4 b5 f5 b4 Nd5+ Kf7 fxe6+ Kxe6 Rhf1 a5 Qg4+ Kf7 Qh5+ Ke6 Qf5+ Kf7 Nxf6 gxf6 Qxf6+ Kg8 Rf3 Ra7 Qxf8#,white,mate,B60,Sicilian Defense: Richter-Rauzer Variation,0 days 00:02:19.633000,25
